phuong_phap,nhom,symbol,khung,doan,n_lenh,ev_r,win_pct,pf,sharpe,maxdd_r,ci_lo,ci_hi,phu_thuoc_gio,n_thap,ghi_chu
fvg,smc,eurjpy,H4,OOS,890,-0.0153,42.2,0.97,-0.013,31.1,-0.0881,0.061,False,False,"DatetimeIndex(['2001-01-02 20:00:00', '2001-01-03 00:00:00',
               '2001-01-03 04:00:00', '2001-01-03 08:00:00',
               '2001-01-03 12:00:00', '2001-01-03 16:00:00',
               '2001-01-03 20:00:00', '2001-01-04 00:00:00',
               '2001-01-04 04:00:00', '2001-01-04 08:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=40527, freq=None)"
fvg,smc,eurjpy,H4,VALID,525,0.0153,44.2,1.03,0.013,29.1,-0.0886,0.1179,False,False,
order_block,smc,eurjpy,H4,IS,659,-0.002,43.6,1.0,-0.002,28.0,-0.0913,0.0872,False,False,
order_block,smc,eurjpy,H4,OOS,310,-0.0226,41.6,0.96,-0.019,25.4,-0.1518,0.1091,False,False,"DatetimeIndex(['2001-01-02 20:00:00', '2001-01-03 00:00:00',
               '2001-01-03 04:00:00', '2001-01-03 08:00:00',
               '2001-01-03 12:00:00', '2001-01-03 16:00:00',
               '2001-01-03 20:00:00', '2001-01-04 00:00:00',
               '2001-01-04 04:00:00', '2001-01-04 08:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=40527, freq=None)"
order_block,smc,eurjpy,H4,VALID,165,-0.0481,41.2,0.92,-0.04,19.7,-0.2349,0.1394,False,False,
supply_demand,smc,eurjpy,H4,IS,2494,-0.079,39.9,0.87,-0.067,212.6,-0.1237,-0.0317,False,False,
supply_demand,smc,eurjpy,H4,OOS,1060,-0.0545,40.7,0.91,-0.046,71.3,-0.1211,0.0165,False,False,"DatetimeIndex(['2001-01-02 20:00:00', '2001-01-03 00:00:00',
               '2001-01-03 04:00:00', '2001-01-03 08:00:00',
               '2001-01-03 12:00:00', '2001-01-03 16:00:00',
               '2001-01-03 20:00:00', '2001-01-04 00:00:00',
               '2001-01-04 04:00:00', '2001-01-04 08:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=40527, freq=None)"
supply_demand,smc,eurjpy,H4,VALID,634,-0.1045,39.0,0.83,-0.09,72.7,-0.1942,-0.0153,False,False,
elliott_heur,heuristic,eurjpy,H4,IS,57,0.0511,45.6,1.09,0.042,8.7,-0.2605,0.402,False,False,
elliott_heur,heuristic,eurjpy,H4,OOS,22,-0.1946,40.9,0.69,-0.177,6.5,,,False,False,"DatetimeIndex(['2001-01-02 20:00:00', '2001-01-03 00:00:00',
               '2001-01-03 04:00:00', '2001-01-03 08:00:00',
               '2001-01-03 12:00:00', '2001-01-03 16:00:00',
               '2001-01-03 20:00:00', '2001-01-04 00:00:00',
               '2001-01-04 04:00:00', '2001-01-04 08:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=40527, freq=None)"
elliott_heur,heuristic,eurjpy,H4,VALID,14,0.4585,64.3,2.22,0.399,2.1,,,False,False,
wyckoff_heur,heuristic,eurjpy,H4,IS,1399,-0.1071,38.3,0.83,-0.092,154.7,-0.1662,-0.0427,False,False,
wyckoff_heur,heuristic,eurjpy,H4,OOS,587,-0.0878,39.0,0.85,-0.076,71.1,-0.1792,0.0068,False,False,"DatetimeIndex(['2001-01-02 20:00:00', '2001-01-03 00:00:00',
               '2001-01-03 04:00:00', '2001-01-03 08:00:00',
               '2001-01-03 12:00:00', '2001-01-03 16:00:00',
               '2001-01-03 20:00:00', '2001-01-04 00:00:00',
               '2001-01-04 04:00:00', '2001-01-04 08:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=40527, freq=None)"
wyckoff_heur,heuristic,eurjpy,H4,VALID,379,-0.0998,39.1,0.84,-0.086,52.7,-0.2199,0.0208,False,False,
breakout,chi_bao,eurjpy,H4,IS,2375,0.0069,43.4,1.01,0.006,33.7,-0.0393,0.0552,False,False,
breakout,chi_bao,eurjpy,H4,OOS,994,-0.05,40.5,0.92,-0.042,65.1,-0.1199,0.0215,False,False,"DatetimeIndex(['2001-01-02 20:00:00', '2001-01-03 00:00:00',
               '2001-01-03 04:00:00', '2001-01-03 08:00:00',
               '2001-01-03 12:00:00', '2001-01-03 16:00:00',
               '2001-01-03 20:00:00', '2001-01-04 00:00:00',
               '2001-01-04 04:00:00', '2001-01-04 08:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=40527, freq=None)"
breakout,chi_bao,eurjpy,H4,VALID,596,-0.0383,42.3,0.94,-0.033,38.9,-0.1341,0.0557,False,False,
divergence,chi_bao,eurjpy,H4,IS,1636,0.0202,44.2,1.04,0.017,32.1,-0.0386,0.0804,False,False,
divergence,chi_bao,eurjpy,H4,OOS,682,-0.0201,42.2,0.97,-0.017,33.4,-0.1005,0.0645,False,False,"DatetimeIndex(['2001-01-02 20:00:00', '2001-01-03 00:00:00',
               '2001-01-03 04:00:00', '2001-01-03 08:00:00',
               '2001-01-03 12:00:00', '2001-01-03 16:00:00',
               '2001-01-03 20:00:00', '2001-01-04 00:00:00',
               '2001-01-04 04:00:00', '2001-01-04 08:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=40527, freq=None)"
divergence,chi_bao,eurjpy,H4,VALID,430,-0.1128,38.6,0.82,-0.097,61.2,-0.2229,-0.0028,False,False,
pin_bar,price_action,eurusd,H4,IS,211,-0.0724,38.9,0.88,-0.061,28.8,-0.2302,0.0944,False,True,
pin_bar,price_action,eurusd,H4,OOS,82,-0.2494,31.7,0.65,-0.215,26.1,-0.4933,0.0024,False,True,"DatetimeIndex(['2023-09-28 12:00:00', '2023-09-28 16:00:00',
               '2023-09-28 20:00:00', '2023-09-29 00:00:00',
               '2023-09-29 04:00:00', '2023-09-29 08:00:00',
               '2023-09-29 12:00:00', '2023-09-29 16:00:00',
               '2023-10-01 16:00:00', '2023-10-01 20:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=4280, freq=None)"
pin_bar,price_action,eurusd,H4,VALID,50,0.0685,48.0,1.13,0.058,10.6,-0.2604,0.404,False,True,
engulfing,price_action,eurusd,H4,IS,174,0.0512,44.3,1.09,0.043,12.8,-0.1275,0.2348,False,True,
engulfing,price_action,eurusd,H4,OOS,83,-0.172,34.9,0.75,-0.145,20.9,-0.4319,0.0879,False,True,"DatetimeIndex(['2023-09-28 12:00:00', '2023-09-28 16:00:00',
               '2023-09-28 20:00:00', '2023-09-29 00:00:00',
               '2023-09-29 04:00:00', '2023-09-29 08:00:00',
               '2023-09-29 12:00:00', '2023-09-29 16:00:00',
               '2023-10-01 16:00:00', '2023-10-01 20:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=4280, freq=None)"
engulfing,price_action,eurusd,H4,VALID,47,-0.0654,40.4,0.89,-0.055,13.7,-0.3983,0.263,False,True,
inside_outside,price_action,eurusd,H4,IS,177,-0.1262,37.9,0.8,-0.109,31.7,-0.3028,0.0419,False,True,
inside_outside,price_action,eurusd,H4,OOS,68,-0.0019,42.6,1.0,-0.002,7.0,-0.2961,0.3103,False,True,"DatetimeIndex(['2023-09-28 12:00:00', '2023-09-28 16:00:00',
               '2023-09-28 20:00:00', '2023-09-29 00:00:00',
               '2023-09-29 04:00:00', '2023-09-29 08:00:00',
               '2023-09-29 12:00:00', '2023-09-29 16:00:00',
               '2023-10-01 16:00:00', '2023-10-01 20:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=4280, freq=None)"
inside_outside,price_action,eurusd,H4,VALID,42,-0.0287,42.9,0.95,-0.025,9.4,-0.3777,0.3416,False,True,
bos,smc,eurusd,H4,IS,126,-0.1072,37.3,0.83,-0.091,18.4,-0.3064,0.0921,False,True,
bos,smc,eurusd,H4,OOS,57,-0.1095,38.6,0.83,-0.091,11.3,-0.3971,0.1975,False,True,"DatetimeIndex(['2023-09-28 12:00:00', '2023-09-28 16:00:00',
               '2023-09-28 20:00:00', '2023-09-29 00:00:00',
               '2023-09-29 04:00:00', '2023-09-29 08:00:00',
               '2023-09-29 12:00:00', '2023-09-29 16:00:00',
               '2023-10-01 16:00:00', '2023-10-01 20:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=4280, freq=None)"
bos,smc,eurusd,H4,VALID,29,0.0914,48.3,1.17,0.076,6.2,,,False,True,
choch,smc,eurusd,H4,IS,6,-0.6333,16.7,0.28,-0.68,5.2,,,False,True,
choch,smc,eurusd,H4,OOS,3,-1.05,0.0,0.0,0.0,3.2,,,False,True,"DatetimeIndex(['2023-09-28 12:00:00', '2023-09-28 16:00:00',
               '2023-09-28 20:00:00', '2023-09-29 00:00:00',
               '2023-09-29 04:00:00', '2023-09-29 08:00:00',
               '2023-09-29 12:00:00', '2023-09-29 16:00:00',
               '2023-10-01 16:00:00', '2023-10-01 20:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=4280, freq=None)"
choch,smc,eurusd,H4,VALID,1,-1.05,0.0,0.0,0.0,1.1,,,False,True,
fvg,smc,eurusd,H4,IS,204,-0.0451,41.7,0.92,-0.039,20.0,-0.2058,0.1253,False,True,
fvg,smc,eurusd,H4,OOS,88,-0.0769,40.9,0.88,-0.065,12.6,-0.3246,0.176,False,True,"DatetimeIndex(['2023-09-28 12:00:00', '2023-09-28 16:00:00',
               '2023-09-28 20:00:00', '2023-09-29 00:00:00',
               '2023-09-29 04:00:00', '2023-09-29 08:00:00',
               '2023-09-29 12:00:00', '2023-09-29 16:00:00',
               '2023-10-01 16:00:00', '2023-10-01 20:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=4280, freq=None)"
fvg,smc,eurusd,H4,VALID,53,0.0064,47.2,1.01,0.006,8.2,-0.3011,0.3231,False,True,
order_block,smc,eurusd,H4,IS,66,0.2013,51.5,1.4,0.166,7.7,-0.0898,0.4948,False,True,
order_block,smc,eurusd,H4,OOS,26,-0.3122,30.8,0.56,-0.286,9.6,,,False,True,"DatetimeIndex(['2023-09-28 12:00:00', '2023-09-28 16:00:00',
               '2023-09-28 20:00:00', '2023-09-29 00:00:00',
               '2023-09-29 04:00:00', '2023-09-29 08:00:00',
               '2023-09-29 12:00:00', '2023-09-29 16:00:00',
               '2023-10-01 16:00:00', '2023-10-01 20:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=4280, freq=None)"
order_block,smc,eurusd,H4,VALID,19,-0.2756,31.6,0.6,-0.25,6.7,,,False,True,
supply_demand,smc,eurusd,H4,IS,247,0.0215,44.1,1.04,0.018,13.1,-0.1305,0.1701,False,True,
supply_demand,smc,eurusd,H4,OOS,108,-0.067,40.7,0.89,-0.056,15.2,-0.2893,0.1529,False,True,"DatetimeIndex(['2023-09-28 12:00:00', '2023-09-28 16:00:00',
               '2023-09-28 20:00:00', '2023-09-29 00:00:00',
               '2023-09-29 04:00:00', '2023-09-29 08:00:00',
               '2023-09-29 12:00:00', '2023-09-29 16:00:00',
               '2023-10-01 16:00:00', '2023-10-01 20:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=4280, freq=None)"
supply_demand,smc,eurusd,H4,VALID,66,-0.1365,37.9,0.79,-0.118,12.9,-0.401,0.1553,False,True,
elliott_heur,heuristic,eurusd,H4,IS,5,-0.05,40.0,0.92,-0.041,2.1,,,False,True,
wyckoff_heur,heuristic,eurusd,H4,IS,137,-0.0527,40.9,0.91,-0.044,20.8,-0.2413,0.1427,False,True,
wyckoff_heur,heuristic,eurusd,H4,OOS,60,-0.0231,41.7,0.96,-0.019,7.1,-0.3309,0.2899,False,True,"DatetimeIndex(['2023-09-28 12:00:00', '2023-09-28 16:00:00',
               '2023-09-28 20:00:00', '2023-09-29 00:00:00',
               '2023-09-29 04:00:00', '2023-09-29 08:00:00',
               '2023-09-29 12:00:00', '2023-09-29 16:00:00',
               '2023-10-01 16:00:00', '2023-10-01 20:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=4280, freq=None)"
wyckoff_heur,heuristic,eurusd,H4,VALID,40,-0.0231,45.0,0.96,-0.02,9.0,-0.3664,0.345,False,True,
breakout,chi_bao,eurusd,H4,IS,226,-0.0638,40.3,0.89,-0.054,23.3,-0.2195,0.0903,False,True,
breakout,chi_bao,eurusd,H4,OOS,98,-0.0883,39.8,0.86,-0.074,17.1,-0.3153,0.1385,False,True,"DatetimeIndex(['2023-09-28 12:00:00', '2023-09-28 16:00:00',
               '2023-09-28 20:00:00', '2023-09-29 00:00:00',
               '2023-09-29 04:00:00', '2023-09-29 08:00:00',
               '2023-09-29 12:00:00', '2023-09-29 16:00:00',
               '2023-10-01 16:00:00', '2023-10-01 20:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=4280, freq=None)"
breakout,chi_bao,eurusd,H4,VALID,63,-0.0928,39.7,0.85,-0.079,12.5,-0.3848,0.1953,False,True,
divergence,chi_bao,eurusd,H4,IS,154,-0.1508,36.4,0.76,-0.131,28.7,-0.3314,0.0415,False,True,
divergence,chi_bao,eurusd,H4,OOS,65,0.1237,47.7,1.23,0.101,6.2,-0.1782,0.4285,False,True,"DatetimeIndex(['2023-09-28 12:00:00', '2023-09-28 16:00:00',
               '2023-09-28 20:00:00', '2023-09-29 00:00:00',
               '2023-09-29 04:00:00', '2023-09-29 08:00:00',
               '2023-09-29 12:00:00', '2023-09-29 16:00:00',
               '2023-10-01 16:00:00', '2023-10-01 20:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=4280, freq=None)"
divergence,chi_bao,eurusd,H4,VALID,43,-0.1226,39.5,0.8,-0.107,7.9,-0.4571,0.2247,False,True,
pin_bar,price_action,gbpchf,H4,IS,1911,-0.0698,40.3,0.88,-0.06,146.3,-0.1204,-0.0186,False,False,
pin_bar,price_action,gbpchf,H4,OOS,857,-0.1122,38.5,0.82,-0.096,106.9,-0.1887,-0.0276,False,False,"DatetimeIndex(['2001-01-02 20:00:00', '2001-01-03 00:00:00',
               '2001-01-03 04:00:00', '2001-01-03 08:00:00',
               '2001-01-03 12:00:00', '2001-01-03 16:00:00',
               '2001-01-03 20:00:00', '2001-01-04 00:00:00',
               '2001-01-04 04:00:00', '2001-01-04 08:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=40533, freq=None)"
pin_bar,price_action,gbpchf,H4,VALID,490,-0.0574,40.8,0.9,-0.049,55.0,-0.1576,0.0501,False,False,
engulfing,price_action,gbpchf,H4,IS,1564,-0.0443,41.4,0.93,-0.037,96.4,-0.1036,0.0196,False,False,
engulfing,price_action,gbpchf,H4,OOS,684,-0.0912,38.9,0.85,-0.078,66.6,-0.1833,-0.0052,False,False,"DatetimeIndex(['2001-01-02 20:00:00', '2001-01-03 00:00:00',
               '2001-01-03 04:00:00', '2001-01-03 08:00:00',
               '2001-01-03 12:00:00', '2001-01-03 16:00:00',
               '2001-01-03 20:00:00', '2001-01-04 00:00:00',
               '2001-01-04 04:00:00', '2001-01-04 08:00:00',
               ...
               '2026-06-09 16:00:00', '2026-06-09 20:00:00',
               '2026-06-10 00:00:00', '2026-06-10 04:00:00',
               '2026-06-10 08:00:00', '2026-06-10 12:00:00',
               '2026-06-10 16:00:00', '2026-06-10 20:00:00',
               '2026-06-11 00:00:00', '2026-06-11 04:00:00'],
              dtype='datetime64[us]', name='timestamp', length=40533, freq=None)"
